combination,minutes,target,net profit,max drawdown,profit/dd,total trades,percent profitable,max con loss,sharpe ratio
1,1.0,4.0,1139.1,697.3499999999967,1.63,249.0,55.42,8.0,1.72
2,1.0,8.0,1784.1,1327.75,1.34,249.0,52.21,5.0,1.14
3,1.0,12.0,1949.1,2491.0499999999993,0.78,249.0,46.99,6.0,0.86
4,1.0,16.0,6114.1,1856.3500000000004,3.29,249.0,44.18,6.0,1.71
5,1.0,20.0,6624.1,2944.999999999998,2.25,249.0,38.96,7.0,1.61
6,1.0,24.0,5854.1,2725.199999999996,2.15,249.0,34.54,7.0,1.31
7,2.0,4.0,667.3,1214.1499999999978,0.55,247.0,54.25,9.0,1.34
8,2.0,8.0,3292.3,1960.7499999999982,1.68,247.0,55.06,5.0,1.73
9,2.0,12.0,6752.3,2206.6500000000215,3.06,247.0,54.25,6.0,2.16
10,2.0,16.0,6397.3,3515.75,1.82,247.0,48.58,6.0,1.65
11,2.0,20.0,7807.3,4641.750000000017,1.68,247.0,44.53,7.0,1.69
12,2.0,24.0,9617.3,3991.750000000009,2.41,247.0,41.3,7.0,1.81
13,3.0,4.0,-2212.7,2520.4499999999935,-0.88,247.0,46.96,8.0,-0.95
14,3.0,8.0,-432.70000000000005,3348.6500000000015,-0.13,247.0,50.61,7.0,0.23
15,3.0,12.0,7827.3,2401.8500000000095,3.26,247.0,56.28,6.0,2.42
16,3.0,16.0,4802.3,3833.050000000003,1.25,247.0,49.8,6.0,1.24
17,3.0,20.0,7922.3,3350.050000000003,2.36,247.0,47.77,6.0,1.62
18,3.0,24.0,9527.3,3413.050000000021,2.79,247.0,44.53,7.0,1.7
19,4.0,4.0,-457.70000000000005,2510.5499999999975,-0.18,247.0,51.42,7.0,0.44
20,4.0,8.0,3782.3,1894.1499999999996,2.0,247.0,55.87,6.0,1.92
21,4.0,12.0,8477.3,1743.5500000000065,4.86,247.0,57.09,6.0,2.58
22,4.0,16.0,4997.3,3922.2500000000055,1.27,247.0,51.01,10.0,1.26
23,4.0,20.0,5277.3,3774.8500000000204,1.4,247.0,47.77,9.0,1.11
24,4.0,24.0,7317.3,4981.650000000018,1.47,247.0,45.34,6.0,1.3
25,5.0,4.0,-230.0,1484.949999999999,-0.15,250.0,52.0,5.0,0.63
26,5.0,8.0,2305.0,1452.0499999999993,1.59,250.0,54.0,5.0,1.32
27,5.0,12.0,3200.0,3232.4500000000116,0.99,250.0,52.8,6.0,1.13
28,5.0,16.0,1130.0,4838.050000000001,0.23,250.0,49.2,7.0,0.44
29,5.0,20.0,-85.0,4968.050000000003,-0.02,250.0,46.0,6.0,0.16
30,5.0,24.0,6290.0,6514.850000000011,0.97,250.0,46.4,6.0,1.11
31,6.0,4.0,974.1,836.75,1.16,249.0,55.02,5.0,1.58
32,6.0,8.0,844.1,3006.9499999999953,0.28,249.0,52.21,9.0,0.74
33,6.0,12.0,2724.1,4621.950000000017,0.59,249.0,52.61,7.0,1.0
34,6.0,16.0,-3680.9,6767.750000000016,-0.54,249.0,46.99,7.0,-0.54
35,6.0,20.0,-3655.9,8406.850000000013,-0.43,249.0,45.38,6.0,-0.45
36,6.0,24.0,3934.1,8234.85000000001,0.48,249.0,46.59,6.0,0.73
37,10.0,4.0,-2456.8,2760.3999999999987,-0.89,248.0,46.37,8.0,-1.14
38,10.0,8.0,-5503.0,6167.700000000023,-0.89,180.0,41.67,8.0,-2.25
39,10.0,12.0,-3601.8,6378.850000000011,-0.56,248.0,47.98,6.0,-0.69
40,10.0,16.0,-4876.8,6830.850000000034,-0.71,248.0,47.58,6.0,-0.78
41,10.0,20.0,-5686.0,7833.600000000019,-0.73,210.0,45.24,7.0,-0.87
42,10.0,24.0,-5731.0,10311.300000000032,-0.56,210.0,44.29,7.0,-0.75
43,15.0,4.0,103.20000000000005,1027.4999999999982,0.1,248.0,52.82,5.0,0.89
44,15.0,8.0,-2266.8,4238.2499999999945,-0.53,248.0,48.39,8.0,-0.5
45,15.0,12.0,3288.2,3852.1500000000087,0.85,248.0,53.63,7.0,1.14
46,15.0,16.0,4173.2,4048.0500000000084,1.03,248.0,53.23,6.0,1.05
47,15.0,20.0,1238.2,5875.750000000024,0.21,248.0,50.4,6.0,0.37
48,15.0,24.0,-3691.8,9524.650000000025,-0.39,248.0,47.58,6.0,-0.37
49,30.0,4.0,-596.3,1359.6499999999978,-0.44,243.0,51.03,9.0,0.32
50,30.0,8.0,1518.7,1528.1499999999996,0.99,243.0,53.5,8.0,1.0
51,30.0,12.0,5998.7,2406.2500000000073,2.49,243.0,56.38,7.0,1.88
52,30.0,16.0,5798.7,3399.55000000001,1.71,243.0,55.14,6.0,1.38
53,30.0,20.0,528.7,3979.1499999999987,0.13,243.0,51.03,8.0,0.25
54,30.0,24.0,-3657.2,6479.45000000004,-0.56,242.0,49.17,8.0,-0.38
